ANYESCALA,TERMINALCODI,VAIXELLBANDERACODI,ETD,VAIXELLNOM,CALAT_METRES,MANEGA_METRES,MESINFO,TERMINALNOM,ETAHORA,ETAUTC,ETADIA,ETDUTC,VAIXELLTIPUS,ETDHORA,PORTDESTICODI,MOLLCODI,MMSI,IMO,PORTORIGENCODI,ESCALAESTAT,ESLORA_METRES,PORTORIGENNOM,PORTDESTINOM,ESTOPERATIUID,MOLLMODULS,ESCALANUM,ETDDIA,ETA,VAIXELLBANDERANOM,CONSIGNATARI,CALLSIGN
2022,0010,MT,2022-09-18T22:00:00Z,VERONICA DP,756,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:256227000,CIA LOGISTICA DE HIDROCARBUROS SA,01:14:00,2022-09-16T23:14:00Z,2022-09-17,2022-09-18T20:00:00Z,Tancs,22:00:00,ESTAR,90A,256227000,9304318,ESCAS,Fondeig Previ,11202,Castellon de la Plana,Tarragona,P,NA,38703-1,2022-09-18,2022-09-17T01:14:00Z,Malta,IBERICA MARITIMA BARCELONA SA,9HA3856
2022,2252,MH,2022-09-19T01:00:00Z,SILVER EBURNA,1322,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:538006743,RECEPTORA DE LIQUIDOS SA,09:30:00,2022-09-17T07:30:00Z,2022-09-17,2022-09-18T23:00:00Z,Tancs,01:00:00,FRLAV,32E,538006743,9718416,ITQOS,Autoritzada,18306,Oristano,Lavera,A,1,38577-1,2022-09-19,2022-09-17T09:30:00Z,Illes Marshall,IBERICA MARITIMA BARCELONA SA,V7QV3
2022,2256,LR,2022-09-23T21:00:00Z,NORDIC MERCHANTS,1065,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:636092706,ERGRANSA SA,21:00:00,2022-09-17T19:00:00Z,2022-09-17,2022-09-23T19:00:00Z,Granelers,21:00:00,ZZZZZ,22B,636092706,9689574,DKFRC,Sol·licitada,180,Fredericia,Desconegut,S,NA,38606-1,2022-09-23,2022-09-17T21:00:00Z,Libèria,ALFASHIP MARITIME SERVICES SL,D5LF6
2022,2398,CY,2022-09-17T19:30:00Z,HYPATIA DE ALEJANDRIA,679,256,https://www.marinetraffic.com/en/ais/details/ships/mmsi:209462000,TERMINAL PORT NOU SA,18:00:00,2022-09-17T16:00:00Z,2022-09-17,2022-09-17T17:30:00Z,Transbordadors,19:30:00,ESALD,00A,209462000,9498755,ESPMI,Autoritzada,18646,Palma de Mallorca,Alcudia,A,6-10,38567-1,2022-09-17,2022-09-17T18:00:00Z,Xipre,BALEARIA EUROLINEAS MARITIMAS SA,5BDE5
2022,2398,ES,2022-09-18T23:59:00Z,ABEL MATUTES,63,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:224402000,TERMINAL PORT NOU SA,19:00:00,2022-09-17T17:00:00Z,2022-09-17,2022-09-18T21:59:00Z,Transbordadors,23:59:00,FRMWR,30A,224402000,9441130,ESALD,Autoritzada,190,Alcudia,Marseillan,A,3-7,38557-1,2022-09-18,2022-09-17T19:00:00Z,Espanya,BALEARIA EUROLINEAS MARITIMAS SA,ECPD
2022,6037,MT,2022-09-18T19:00:00Z,EMERALD,1262,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:248033000,DECAL ESPAÑA SA,00:01:00,2022-09-16T22:01:00Z,2022-09-17,2022-09-18T17:00:00Z,Tancs,19:00:00,ESALG,32A,248033000,9391945,ITLIV,Iniciada,1825,Livorno,Algeciras,I,1,38649-1,2022-09-18,2022-09-17T00:01:00Z,Malta,NEXT MARITIME SL,9HA2135
2022,6154,BS,2022-09-18T02:00:00Z,SWAN ACE,982,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:309369000,AUTOTERMINAL SA,12:00:00,2022-09-17T10:00:00Z,2022-09-17,2022-09-18T00:00:00Z,Ro-Ro,02:00:00,BEANR,30C,309369000,9338826,EGSUZ,Autoritzada,19995,El Suweis (= Suez),Anvers,A,1-5,37937-1,2022-09-18,2022-09-17T12:00:00Z,Bahames,TRANSPORTES CONSIGNACION MARITIMAS SA,C6WV4
2022,6212,LR,2022-09-17T18:00:00Z,NEOKASTRO,1254,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:636020345,TERMINAL CATALUNYA SA,01:54:00,2022-09-16T23:54:00Z,2022-09-17,2022-09-17T16:00:00Z,Portacontenidors,18:00:00,ESVLC,36A,636020345,9400215,ITGOA,Iniciada,2688,Genoa,Valencia,I,12-18,37253-1,2022-09-17,2022-09-17T01:54:00Z,Libèria,CMA CGM IBERICA SAU,A8SE6
2022,6212,LU,2022-09-17T04:01:00Z,DURANDE,11,27,https://www.marinetraffic.com/en/ais/details/ships/mmsi:253201000,TERMINAL CATALUNYA SA,03:59:00,2022-09-17T01:59:00Z,2022-09-17,2022-09-17T02:01:00Z,Portacontenidors,04:01:00,ESVLC,36A,253201000,9256365,FRMRS,Iniciada,175,Marseille,Valencia,I,19-23,37854-1,2022-09-17,2022-09-17T03:59:00Z,Luxemburg,AGENCIA MARITIMA ESPAÑOLA EVGE SA,LXDU
2022,6212,PA,2022-09-17T20:00:00Z,MSC SANDRA,13,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:355305000,TERMINAL CATALUNYA SA,06:00:00,2022-09-17T04:00:00Z,2022-09-17,2022-09-17T18:00:00Z,Portacontenidors,20:00:00,ITLIV,36A,355305000,9203954,CAHAL,Sol·licitada,274,Halifax,Livorno,S,NA,38186-1,2022-09-17,2022-09-17T06:00:00Z,Panamà,MEDITERRANEAN SHIPPING COM ESPAÑA SLU,H3LV
