ANYESCALA,TERMINALCODI,VAIXELLBANDERACODI,ETD,VAIXELLNOM,CALAT_METRES,MANEGA_METRES,MESINFO,TERMINALNOM,ETAHORA,ETAUTC,ETADIA,ETDUTC,VAIXELLTIPUS,ETDHORA,PORTDESTICODI,MOLLCODI,MMSI,IMO,PORTORIGENCODI,ESCALAESTAT,ESLORA_METRES,PORTORIGENNOM,PORTDESTINOM,ESTOPERATIUID,MOLLMODULS,ESCALANUM,ETDDIA,ETA,VAIXELLBANDERANOM,CONSIGNATARI,CALLSIGN
2021,B,MT,2022-09-14T19:00:00Z,CELEBRITY EDGE,823,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:248325000,ADOSSAT/TERMINAL B,08:00:00,2022-09-14T06:00:00Z,2022-09-14,2022-09-14T17:00:00Z,Passatge,19:00:00,ESPMI,01D,248325000,9812705,FRAJA,Autoritzada,306,Ajaccio,Palma de Mallorca,A,23-29,29505-1,2022-09-14,2022-09-14T08:00:00Z,Malta,BALEARES CONSIGNATARIOS SL,9HA4612
2022,0050,GB,2022-09-14T20:00:00Z,CELTIC FORTUNE,618,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:232032365,TRAFICO DE MERCANCIAS SA,01:46:00,2022-09-13T23:46:00Z,2022-09-14,2022-09-14T18:00:00Z,Càrrega (Lo-Lo),20:00:00,PTAVE,26A,232032365,9353711,ESCAS,Iniciada,8999,Castellon de la Plana,Aveiro,I,19-20,38514-1,2022-09-14,2022-09-14T01:46:00Z,Regne Unit,ERSHIP SA,MIMX2
2022,2252,MH,2022-09-15T18:00:00Z,TRIPLE A,871,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:538002543,RECEPTORA DE LIQUIDOS SA,06:00:00,2022-09-14T04:00:00Z,2022-09-14,2022-09-15T16:00:00Z,Tancs,18:00:00,ITVSO,32E,538002543,9322152,ESBCN,Sol·licitada,1286,Barcelona,Vasto,S,NA,38587-1,2022-09-15,2022-09-14T06:00:00Z,Illes Marshall,IBERICA MARITIMA BARCELONA SA,V7JL6
2022,2398,CY,2022-09-14T22:15:00Z,HYPATIA DE ALEJANDRIA,679,256,https://www.marinetraffic.com/en/ais/details/ships/mmsi:209462000,TERMINAL PORT NOU SA,19:30:00,2022-09-14T17:30:00Z,2022-09-14,2022-09-14T20:15:00Z,Transbordadors,22:15:00,ESPMI,01D,209462000,9498755,ESPMI,Autoritzada,18646,Palma de Mallorca,Palma de Mallorca,A,1-4,38495-1,2022-09-14,2022-09-14T19:30:00Z,Xipre,BALEARIA EUROLINEAS MARITIMAS SA,5BDE5
2022,2398,ES,2022-09-14T21:45:00Z,ABEL MATUTES,63,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:224402000,TERMINAL PORT NOU SA,19:00:00,2022-09-14T17:00:00Z,2022-09-14,2022-09-14T19:45:00Z,Transbordadors,21:45:00,ESALD,00A,224402000,9441130,ESALD,Autoritzada,190,Alcudia,Alcudia,A,6-10,38492-1,2022-09-14,2022-09-14T19:00:00Z,Espanya,BALEARIA EUROLINEAS MARITIMAS SA,ECPD
2022,6037,PT,2022-09-15T12:00:00Z,CB PACIFIC,105,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:255806265,DECAL ESPAÑA SA,12:00:00,2022-09-14T10:00:00Z,2022-09-14,2022-09-15T10:00:00Z,Tancs,12:00:00,FRFOS,32A,255806265,9851725,NLIJM,Confirmada,18278,IJmuiden,Fos-sur-Mer,C,NA,38521-1,2022-09-15,2022-09-14T12:00:00Z,Portugal,MH BLAND SL,CQAS7
2022,6154,LR,2022-09-15T03:00:00Z,MORNING CORNET,10,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:636018238,AUTOTERMINAL SA,10:00:00,2022-09-14T08:00:00Z,2022-09-14,2022-09-15T01:00:00Z,Ro-Ro,03:00:00,BEANR,30C,636018238,9329473,SGSIN,Autoritzada,19998,Singapore,Anvers,A,1-5,37778-1,2022-09-15,2022-09-14T10:00:00Z,Libèria,BERGE MARITIMA SL,D5OU4
2022,6154,MH,2022-09-14T20:00:00Z,NEPTUNE AVRA,662,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:538009923,AUTOTERMINAL SA,00:17:00,2022-09-13T22:17:00Z,2022-09-14,2022-09-14T18:00:00Z,Car-carrier,20:00:00,FRFOS,31A,538009923,8807155,ESTAR,Iniciada,155,Tarragona,Fos-sur-Mer,I,2-5,38138-1,2022-09-14,2022-09-14T00:17:00Z,Illes Marshall,NEPTUNE BARCELONA SA,V7A5346
2022,6212,LR,2022-09-14T14:00:00Z,MAERSK PALERMO,125,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:636020264,TERMINAL CATALUNYA SA,00:31:00,2022-09-13T22:31:00Z,2022-09-14,2022-09-14T12:00:00Z,Portacontenidors,14:00:00,FRFOS,36A,636020264,9168207,MAPTM,Iniciada,2101,Tanger Med,Fos-sur-Mer,I,13-17,38345-1,2022-09-14,2022-09-14T00:31:00Z,Libèria,MARITIMA DEL MEDITERRANEO SA,D5YK2
2022,6212,LR,2022-09-15T16:00:00Z,METHONI,145,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:636015404,TERMINAL CATALUNYA SA,20:00:00,2022-09-14T18:00:00Z,2022-09-14,2022-09-15T14:00:00Z,Portacontenidors,16:00:00,ITGIT,36A,636015404,9256755,ESALG,Confirmada,304,Algeciras,Gioia Tauro,C,NA,38109-1,2022-09-15,2022-09-14T20:00:00Z,Libèria,MARITIMA DEL MEDITERRANEO SA,D5AN2
2022,6212,PA,2022-09-14T20:00:00Z,MSC LUCY,145,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:371059000,TERMINAL CATALUNYA SA,06:00:00,2022-09-14T04:00:00Z,2022-09-14,2022-09-14T18:00:00Z,Portacontenidors,20:00:00,ESVLC,36A,371059000,9289104,SAKAC,Sol·licitada,325,King Abdullah City,Valencia,S,NA,38055-1,2022-09-14,2022-09-14T06:00:00Z,Panamà,MEDITERRANEAN SHIPPING COM ESPAÑA SLU,3EBC5
2022,6212,PA,2022-09-15T02:00:00Z,MSC MATILDE,135,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:353719000,TERMINAL CATALUNYA SA,11:00:00,2022-09-14T09:00:00Z,2022-09-14,2022-09-15T00:00:00Z,Portacontenidors,02:00:00,ESVLC,36A,353719000,9181663,ITSPE,Autoritzada,29407,La Spezia,Valencia,A,23-29,38444-1,2022-09-15,2022-09-14T11:00:00Z,Panamà,MEDITERRANEAN SHIPPING COM ESPAÑA SLU,HODP
2022,6212,PT,2022-09-14T23:00:00Z,MACAO,107,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:255805611,TERMINAL CATALUNYA SA,12:00:00,2022-09-14T10:00:00Z,2022-09-14,2022-09-14T21:00:00Z,Portacontenidors,23:00:00,MAPTM,36A,255805611,9362724,FRFOS,Autoritzada,17969,Fos-sur-Mer,Tanger Med,A,13-17,38354-1,2022-09-14,2022-09-14T12:00:00Z,Portugal,MARITIMA DEL MEDITERRANEO SA,CQFJ
2022,6212,PT,2022-09-14T23:59:00Z,CONESTE,871,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:255801940,TERMINAL CATALUNYA SA,20:00:00,2022-09-14T18:00:00Z,2022-09-14,2022-09-14T21:59:00Z,Portacontenidors,23:59:00,ESVLC,36A,255801940,9252802,FRMRS,Confirmada,13444,Marseille,Valencia,C,NA,38360-1,2022-09-14,2022-09-14T20:00:00Z,Portugal,CMA CGM IBERICA SAU,CQOE
2022,6212,PT,2022-09-15T14:30:00Z,MSC ANNE F,88,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:255806190,TERMINAL CATALUNYA SA,12:30:00,2022-09-14T10:30:00Z,2022-09-14,2022-09-15T12:30:00Z,Portacontenidors,14:30:00,FRFOS,36A,255806190,9347803,ESVLC,Confirmada,13914,Valencia,Fos-sur-Mer,C,NA,38366-1,2022-09-15,2022-09-14T12:30:00Z,Portugal,MEDITERRANEAN SHIPPING COM ESPAÑA SLU,CQAJ4
2022,6212,PT,2022-09-16T20:00:00Z,JONA SOPHIE,919,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:255805601,TERMINAL CATALUNYA SA,08:00:00,2022-09-14T06:00:00Z,2022-09-14,2022-09-16T18:00:00Z,Portacontenidors,20:00:00,ESSAG,36A,255805601,9144718,ESSAG,Autoritzada,139,Sagunto,Sagunto,A,26-29,37998-1,2022-09-16,2022-09-14T08:00:00Z,Portugal,SOLUCIONES INTEGRALES MARITIMAS SLU,CQHZ
2022,6995,MT,2022-09-15T23:30:00Z,FMT URLA,87,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:248533000,MEROIL SA,23:30:00,2022-09-14T21:30:00Z,2022-09-14,2022-09-15T21:30:00Z,Tancs,23:30:00,GIGIB,32F,248533000,9458054,FRNOU,Autoritzada,14298,Port-la-Nouvelle,Gibraltar,A,1,38443-1,2022-09-15,2022-09-14T23:30:00Z,Malta,ALFASHIP MARITIME SERVICES SL,9HA2401
2022,7083,LR,2022-09-16T14:00:00Z,CSL MANHATTAN,1365,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:636016853,APM TERMINALS BARCELONA  S L U,23:00:00,2022-09-14T21:00:00Z,2022-09-14,2022-09-16T12:00:00Z,Portacontenidors,14:00:00,ITLIV,24X,636016853,9289556,ITGOA,Confirmada,294,Genoa,Livorno,C,NA,37895-1,2022-09-16,2022-09-14T23:00:00Z,Libèria,HAPAG LLOYD SPAIN SL,D5IC7
2022,7083,MH,2022-09-15T14:00:00Z,SALAHUDDIN,1552,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:538005840,APM TERMINALS BARCELONA  S L U,00:02:00,2022-09-13T22:02:00Z,2022-09-14,2022-09-15T12:00:00Z,Portacontenidors,14:00:00,GRPIR,24X,538005840,9708796,FRFOS,Fondeig Previ,369,Fos-sur-Mer,Piraeus,P,NA,37865-1,2022-09-15,2022-09-14T00:02:00Z,Illes Marshall,HAPAG LLOYD SPAIN SL,V7HL5
2022,7332,ES,2022-09-14T22:01:00Z,MARTIN I SOLER,57,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:224637000,BALEARIA EUROLINEAS MARITIMAS SA,19:00:00,2022-09-14T17:00:00Z,2022-09-14,2022-09-14T20:01:00Z,Transbordadors,22:01:00,ESIBZ,18A,224637000,9390367,ESIBZ,Autoritzada,165,Ibiza,Ibiza,A,1-4,38454-1,2022-09-14,2022-09-14T19:00:00Z,Espanya,BALEARIA EUROLINEAS MARITIMAS SA,EBZT
2022,7793,CY,2022-09-14T21:30:00Z,GOLDEN BRIDGE,69,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:209410000,TERMINAL FERRY DE BARCELONA SRLU,18:40:00,2022-09-14T16:40:00Z,2022-09-14,2022-09-14T19:30:00Z,Transbordadors,21:30:00,ESIBZ,19B,209410000,8902345,ESIBZ,Autoritzada,187,Ibiza,Ibiza,A,1-4,38423-1,2022-09-14,2022-09-14T18:40:00Z,Xipre,E ERHARDT Y CIA SA,5BCJ5
2022,7793,ES,2022-09-14T21:30:00Z,CIUDAD DE BARCELONA,67,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:225416000,TERMINAL FERRY DE BARCELONA SRLU,19:00:00,2022-09-14T17:00:00Z,2022-09-14,2022-09-14T19:30:00Z,Transbordadors,21:30:00,ESALD,18C,225416000,9506289,ESALD,Autoritzada,176,Alcudia,Alcudia,A,6-9,38159-1,2022-09-14,2022-09-14T19:00:00Z,Espanya,GRIMALDI LOGISTICA ESPAÑA SL,EAIE
2022,7793,ES,2022-09-14T22:30:00Z,CIUDAD DE MAHON,55,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:224692000,TERMINAL FERRY DE BARCELONA SRLU,19:30:00,2022-09-14T17:30:00Z,2022-09-14,2022-09-14T20:30:00Z,Transbordadors,22:30:00,ESIBZ,20D,224692000,9398890,ESIBZ,Autoritzada,155,Ibiza,Ibiza,A,1-4,38406-1,2022-09-14,2022-09-14T19:30:00Z,Espanya,GRIMALDI LOGISTICA ESPAÑA SL,ECNO
2022,7793,ES,2022-09-14T22:45:00Z,CIUDAD DE ALCUDIA,74,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:224509000,TERMINAL FERRY DE BARCELONA SRLU,19:00:00,2022-09-14T17:00:00Z,2022-09-14,2022-09-14T20:45:00Z,Transbordadors,22:45:00,ESPMI,19A,224509000,9010151,ESPMI,Autoritzada,183,Palma de Mallorca,Palma de Mallorca,A,2-5,38408-1,2022-09-14,2022-09-14T19:00:00Z,Espanya,GRIMALDI LOGISTICA ESPAÑA SL,EANF
