ANYESCALA,TERMINALCODI,VAIXELLBANDERACODI,ETD,VAIXELLNOM,CALAT_METRES,MANEGA_METRES,MESINFO,TERMINALNOM,ETAHORA,ETAUTC,ETADIA,ETDUTC,VAIXELLTIPUS,ETDHORA,PORTDESTICODI,MOLLCODI,MMSI,IMO,PORTORIGENCODI,ESCALAESTAT,ESLORA_METRES,PORTORIGENNOM,PORTDESTINOM,ESTOPERATIUID,MOLLMODULS,ESCALANUM,ETDDIA,ETA,VAIXELLBANDERANOM,CONSIGNATARI,CALLSIGN
2021,B,BS,2022-09-11T18:00:00Z,WONDER OF THE SEAS,93,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:311001033,ADOSSAT/TERMINAL B,04:59:00,2022-09-11T02:59:00Z,2022-09-11,2022-09-11T16:00:00Z,Passatge,18:00:00,ESPMI,01D,311001033,9838345,ITNAP,Iniciada,362,Napoli,Palma de Mallorca,I,20-27,30199-1,2022-09-11,2022-09-11T04:59:00Z,Bahames,BALEARES CONSIGNATARIOS SL,C6EY2
2022,2398,CY,2022-09-11T22:15:00Z,HYPATIA DE ALEJANDRIA,679,256,https://www.marinetraffic.com/en/ais/details/ships/mmsi:209462000,TERMINAL PORT NOU SA,20:00:00,2022-09-11T18:00:00Z,2022-09-11,2022-09-11T20:15:00Z,Transbordadors,22:15:00,ESPMI,01D,209462000,9498755,ESQIU,Autoritzada,18646,Ciudadela,Palma de Mallorca,A,1-4,38334-1,2022-09-11,2022-09-11T20:00:00Z,Xipre,BALEARIA EUROLINEAS MARITIMAS SA,5BDE5
2022,2398,DZ,2022-09-12T08:00:00Z,TAMANRASSET,95,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:605086020,TERMINAL PORT NOU SA,14:01:00,2022-09-11T12:01:00Z,2022-09-11,2022-09-12T06:00:00Z,Portacontenidors,08:00:00,ITGOA,00A,605086020,9760615,ESVLC,Iniciada,16995,Valencia,Genoa,I,2-5,37682-2,2022-09-12,2022-09-11T14:01:00Z,Algèria,TRANSPORTES CONSIGNACION MARITIMAS SA,7THQ
2022,2398,TN,2022-09-11T15:00:00Z,CONMAR FJORD,698,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:672000030,TERMINAL PORT NOU SA,05:53:00,2022-09-11T03:53:00Z,2022-09-11,2022-09-11T13:00:00Z,Portacontenidors,15:00:00,LYMRA,00A,672000030,9244192,ESCAS,Iniciada,1326,Castellon de la Plana,Misurata,I,3-5,37602-1,2022-09-11,2022-09-11T05:53:00Z,Tunísia,BERGE MARITIMA SL,TSNF
2022,6037,MT,2022-09-12T12:00:00Z,ASTREA,1112,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:215034000,DECAL ESPAÑA SA,11:00:00,2022-09-11T09:00:00Z,2022-09-11,2022-09-12T10:00:00Z,Tancs,12:00:00,ZZZZZ,32A,215034000,9293997,TRIZT,Iniciada,17598,Izmit,Desconegut,I,1,38331-2,2022-09-12,2022-09-11T11:00:00Z,Malta,ALFASHIP MARITIME SERVICES SL,9HA4931
2022,6154,MH,2022-09-11T23:00:00Z,MORNING CAPO,1002,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:538005232,AUTOTERMINAL SA,04:00:00,2022-09-11T02:00:00Z,2022-09-11,2022-09-11T21:00:00Z,Car-carrier,23:00:00,JOAQB,30C,538005232,9663295,GBSOU,Autoritzada,19998,Southampton,Aqaba Free Zone,A,1-5,37769-1,2022-09-11,2022-09-11T04:00:00Z,Illes Marshall,BERGE MARITIMA SL,V7CB4
2022,6154,MT,2022-09-11T14:00:00Z,NEPTUNE AEGLI,64,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:215170000,AUTOTERMINAL SA,04:04:00,2022-09-11T02:04:00Z,2022-09-11,2022-09-11T12:00:00Z,Car-carrier,14:00:00,FRFOS,31A,215170000,9240964,MAPTM,Iniciada,158,Tanger Med,Fos-sur-Mer,I,3-6,38484-1,2022-09-11,2022-09-11T04:04:00Z,Malta,NEPTUNE BARCELONA SA,9HEX7
2022,6212,AG,2022-09-11T03:00:00Z,SPICA J,733,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:305115000,TERMINAL CATALUNYA SA,02:02:00,2022-09-11T00:02:00Z,2022-09-11,2022-09-11T01:00:00Z,Portacontenidors,03:00:00,NLMOE,36A,305115000,9355460,BDCGP,Iniciada,1396,Chittagong,Moerdijk,I,21-24,38064-1,2022-09-11,2022-09-11T02:02:00Z,Antigua i Barbuda,MARTICO SL,V2CV3
2022,6212,BS,2022-09-11T19:00:00Z,AKNOUL,616,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:311045500,TERMINAL CATALUNYA SA,14:00:00,2022-09-11T12:00:00Z,2022-09-11,2022-09-11T17:00:00Z,Ro-Ro,19:00:00,MACAS,36A,311045500,8917883,FRMRS,Sol·licitada,122,Marseille,Casablanca,S,NA,37599-1,2022-09-11,2022-09-11T14:00:00Z,Bahames,CMA CGM IBERICA SAU,C6YU5
2022,6212,CY,2022-09-11T20:00:00Z,RS LISA,747,NA,https://www.marinetraffic.com/en/ais/details/ships/mmsi:210163000,TERMINAL CATALUNYA SA,06:00:00,2022-09-11T04:00:00Z,2022-09-11,2022-09-11T18:00:00Z,Portacontenidors,20:00:00,ITSPE,36A,210163000,9287704,ITSPE,Iniciada,1375,La Spezia,La Spezia,I,26-29,37934-1,2022-09-11,2022-09-11T06:00:00Z,Xipre,MARITIMA DEL MEDITERRANEO SA,5BSJ5
